WEEK_NUM,WEEK,PROGRAM,CH,KAKAO,NAVER,YOUTUBE
8,8주차(2020/02/17~2020/02/23),연금복권 520,MBC PLUS,69,287,
8,8주차(2020/02/17~2020/02/23),미세스 캅2,SBS,29,323,
8,8주차(2020/02/17~2020/02/23),나쁜형사,MBC,39,311,
8,8주차(2020/02/17~2020/02/23),소년24,MNET,3,347,
8,8주차(2020/02/17~2020/02/23),위기일발풍년빌라,tvN,99,251,
8,8주차(2020/02/17~2020/02/23),할리우드에서 아침을,tvN,12,337,
8,8주차(2020/02/17~2020/02/23),세바퀴,MBC,15,331,
8,8주차(2020/02/17~2020/02/23),인간지능-가장 완벽한 A.I,JTBC,8,336,
8,8주차(2020/02/17~2020/02/23),돈이 되는 보험 스토리,SBS CNBC,17,325,
8,8주차(2020/02/17~2020/02/23),힙합의 민족,JTBC,45,297,
8,8주차(2020/02/17~2020/02/23),내 사람친구의 연애,MNET,3,338,
8,8주차(2020/02/17~2020/02/23),CSI 소비자 탐사대,TV CHOSUN,46,294,
8,8주차(2020/02/17~2020/02/23),대단한 시집,JTBC,1,339,
8,8주차(2020/02/17~2020/02/23),아이언레이디,tvN go,,339,
8,8주차(2020/02/17~2020/02/23),엽기적인 그녀,SBS,9,329,
8,8주차(2020/02/17~2020/02/23),절찬상영중 - 철부지 브로망스,KBS 2,29,309,
8,8주차(2020/02/17~2020/02/23),111뷰티,MBN,29,308,
8,8주차(2020/02/17~2020/02/23),비밀예능연수원,MBC,12,324,
8,8주차(2020/02/17~2020/02/23),소사이어티 게임,tvN,24,311,
8,8주차(2020/02/17~2020/02/23),채널 소시,OnStyle,23,312,
8,8주차(2020/02/17~2020/02/23),#파워매거진,MBC,58,275,
8,8주차(2020/02/17~2020/02/23),애간장,OCN,12,321,
8,8주차(2020/02/17~2020/02/23),미래일기,MBC,14,318,
8,8주차(2020/02/17~2020/02/23),아이 엠 스타,투니버스,47,284,
8,8주차(2020/02/17~2020/02/23),사심충만 오! 쾌남,채널A,18,312,
8,8주차(2020/02/17~2020/02/23),X1 FLASH,MNET,6,323,
8,8주차(2020/02/17~2020/02/23),우리동네 맛집 탐방 미식클럽,MBN,25,304,
8,8주차(2020/02/17~2020/02/23),남사친 여사친,SBS,35,293,
8,8주차(2020/02/17~2020/02/23),돌아와요 아저씨,SBS,37,291,
8,8주차(2020/02/17~2020/02/23),오승환(콜로라도 로키스),MBC PLUS,20,308,
8,8주차(2020/02/17~2020/02/23),즐거움엔 끝이 없다 tvN,tvN,7,312,9
8,8주차(2020/02/17~2020/02/23),푸드 에세이,O’live,4,324,
8,8주차(2020/02/17~2020/02/23),시크릿 마더,SBS,22,304,
8,8주차(2020/02/17~2020/02/23),식량일기 닭볶음탕 편,tvN,4,321,
8,8주차(2020/02/17~2020/02/23),이승연의 위드 유 2,JTBC,10,315,
8,8주차(2020/02/17~2020/02/23),캐리어를 끄는 여자,MBC,16,309,
8,8주차(2020/02/17~2020/02/23),혼자 살아보니 어때?,OnStyle,30,294,
8,8주차(2020/02/17~2020/02/23),MBC 스포츠,MBC,51,272,
8,8주차(2020/02/17~2020/02/23),싱글와이프 2,SBS,82,237,
8,8주차(2020/02/17~2020/02/23),스타 트롯쑈,OBS,2,316,
8,8주차(2020/02/17~2020/02/23),식샤를 합시다,tvN,25,293,
8,8주차(2020/02/17~2020/02/23),가족의 비밀,tvN,,317,
8,8주차(2020/02/17~2020/02/23),브라보 마이 라이프,SBS,24,293,
8,8주차(2020/02/17~2020/02/23),아모르파티,tvN,17,300,
8,8주차(2020/02/17~2020/02/23),푸른거탑,tvN,111,205,
8,8주차(2020/02/17~2020/02/23),서울메이트3,tvN,56,259,
8,8주차(2020/02/17~2020/02/23),이준의 영스트리트,SBS 파워FM,39,276,
8,8주차(2020/02/17~2020/02/23),2019 챔피언스트로피 박인비 인비테이셔널,MBC,120,193,
8,8주차(2020/02/17~2020/02/23),프로젝트 런웨이 코리아 시즌4,OnStyle,10,303,
8,8주차(2020/02/17~2020/02/23),코드 - 비밀의 방,JTBC,18,293,
8,8주차(2020/02/17~2020/02/23),공조7,tvN,1,309,
8,8주차(2020/02/17~2020/02/23),안녕! 보노보노5,투니버스,105,205,
8,8주차(2020/02/17~2020/02/23),우와한 비디오,SBS,132,178,
8,8주차(2020/02/17~2020/02/23),2019 DIMF  뮤지컬 스타,채널A,65,244,
8,8주차(2020/02/17~2020/02/23),DMZ 더 와일드,MBC,29,280,
8,8주차(2020/02/17~2020/02/23),매직 컨트롤,TV CHOSUN,142,167,
8,8주차(2020/02/17~2020/02/23),미미샵,JTBC4,22,287,
8,8주차(2020/02/17~2020/02/23),비밀의 정원,tvN,35,273,
8,8주차(2020/02/17~2020/02/23),조선생존기,TV CHOSUN,32,276,
8,8주차(2020/02/17~2020/02/23),오늘 쉴래요?,MBN,13,293,
8,8주차(2020/02/17~2020/02/23),마리와 나,JTBC,24,281,
8,8주차(2020/02/17~2020/02/23),엑소의 사다리타고 세계여행-가오슝/컨딩편,XtvN,36,269,
8,8주차(2020/02/17~2020/02/23),으라차차 만수로,KBS 2,20,285,
8,8주차(2020/02/17~2020/02/23),킬빌,MBC,21,283,
8,8주차(2020/02/17~2020/02/23),쇼핑의 참견,KBS joy,16,287,
8,8주차(2020/02/17~2020/02/23),GG,채널A,17,285,
8,8주차(2020/02/17~2020/02/23),감자별2013QR3,tvN,,302,
8,8주차(2020/02/17~2020/02/23),문화빅뱅 더 콘서트,KBS 1,83,219,
8,8주차(2020/02/17~2020/02/23),변신기차 로봇트레인S2,투니버스,18,284,
8,8주차(2020/02/17~2020/02/23),방송의 적,MNET,3,297,
8,8주차(2020/02/17~2020/02/23),울지 않는 새,tvN,15,284,
8,8주차(2020/02/17~2020/02/23),위클리 LCK 2018,OGN,,299,
8,8주차(2020/02/17~2020/02/23),롤러코스터 2,tvN,21,275,
8,8주차(2020/02/17~2020/02/23),김어준의 블랙하우스,SBS,85,210,
8,8주차(2020/02/17~2020/02/23),더 꼰대 라이브,MNET,14,281,
8,8주차(2020/02/17~2020/02/23),롯데 꼬깔콘 LoL 챔피언스 코리아 스프링 2016 (롤챔스),OGN,17,278,
8,8주차(2020/02/17~2020/02/23),며느리 모시기,TV CHOSUN,65,230,
8,8주차(2020/02/17~2020/02/23),생일편지,KBS 2,16,278,
8,8주차(2020/02/17~2020/02/23),말괄량이 길들이기2,JTBC2,37,254,
8,8주차(2020/02/17~2020/02/23),올리브쇼 2016,O’live,65,226,
8,8주차(2020/02/17~2020/02/23),2016 테이스티로드,O’live,39,251,
8,8주차(2020/02/17~2020/02/23),한채영 부티크,KBS prime,2,288,
8,8주차(2020/02/17~2020/02/23),겟잇뷰티 2015,OnStyle,21,268,
8,8주차(2020/02/17~2020/02/23),TV정보쇼 아지트,JTBC,9,279,
8,8주차(2020/02/17~2020/02/23),스케치,JTBC,13,275,
8,8주차(2020/02/17~2020/02/23),역사 드라마 쑈 왕과 여자,MBN,8,280,
8,8주차(2020/02/17~2020/02/23),비밀독서단,OtvN,43,244,
8,8주차(2020/02/17~2020/02/23),사돈끼리,MBN,44,243,
8,8주차(2020/02/17~2020/02/23),불야성,MBC,29,257,
8,8주차(2020/02/17~2020/02/23),생방송 잇고 IT GO,MBN,4,282,
8,8주차(2020/02/17~2020/02/23),기부 앤 테이크 사세요,MBN,33,252,
8,8주차(2020/02/17~2020/02/23),김제동의 톡투유2,JTBC,67,218,
8,8주차(2020/02/17~2020/02/23),별난 며느리,KBS 2,,284,
8,8주차(2020/02/17~2020/02/23),출근길 드라마,스페셜,80,204,
8,8주차(2020/02/17~2020/02/23),쌤의 전쟁,KBS 2,4,279,
8,8주차(2020/02/17~2020/02/23),루비루비럽,OnStyle,45,237,
8,8주차(2020/02/17~2020/02/23),오늘부터 대학생,채널A,9,273,
8,8주차(2020/02/17~2020/02/23),[Mnet M2] 오늘하룸,MNET,,281,
8,8주차(2020/02/17~2020/02/23),미쓰 코리아,tvN,45,236,
8,8주차(2020/02/17~2020/02/23),피크닉 라이브 소풍,MBC PLUS,17,262,
8,8주차(2020/02/17~2020/02/23),전체관람가,JTBC,21,256,
8,8주차(2020/02/17~2020/02/23),한식대첩4,O’live,20,257,
8,8주차(2020/02/17~2020/02/23),글로벌 완판왕 팔아야 귀국,채널A,4,272,
8,8주차(2020/02/17~2020/02/23),무한도전 레전드,MBC,28,248,
8,8주차(2020/02/17~2020/02/23),손 꼭 잡고 지는 석양을 바라보자,MBC,25,251,
8,8주차(2020/02/17~2020/02/23),마이박스,OnStyle,9,266,
8,8주차(2020/02/17~2020/02/23),우리 더 늦기 전에,TV CHOSUN,3,272,
8,8주차(2020/02/17~2020/02/23),원나잇 푸드트립,O’live,5,163,106
8,8주차(2020/02/17~2020/02/23),컬투쇼 UCC 콘테스트 수상작 모음,SBS 파워FM,9,265,
8,8주차(2020/02/17~2020/02/23),키즈돌직구쇼 - 내 나이가 어때서,JTBC,32,242,
8,8주차(2020/02/17~2020/02/23),1분 튼튼건강,MBC,13,259,
8,8주차(2020/02/17~2020/02/23),음악의 신2,MNET,114,157,
8,8주차(2020/02/17~2020/02/23),콩트 앤 더 시티,tvN,90,181,
8,8주차(2020/02/17~2020/02/23),용감한 토크쇼 직설,SBS CNBC,37,233,
8,8주차(2020/02/17~2020/02/23),사마의 : 미완의 책사,중화TV,36,233,
8,8주차(2020/02/17~2020/02/23),창사특집 라이프 오브 사만다,SBS,16,253,
8,8주차(2020/02/17~2020/02/23),TV정보쇼 오!아시스,JTBC,50,218,
8,8주차(2020/02/17~2020/02/23),더로맨틱&아이돌,tvN,7,261,
8,8주차(2020/02/17~2020/02/23),원픽로드,O’live,25,243,
8,8주차(2020/02/17~2020/02/23),전설의 빅피쉬,SBS,13,255,
8,8주차(2020/02/17~2020/02/23),맛있는 이야기 음담패썰,SBS Plus,8,259,
8,8주차(2020/02/17~2020/02/23),올리브쇼 2015,O’live,4,263,
8,8주차(2020/02/17~2020/02/23),트릭 앤 트루,KBS 2,27,240,
8,8주차(2020/02/17~2020/02/23),뭐든지프렌즈,tvN,41,225,
8,8주차(2020/02/17~2020/02/23),2017 SBS 연예대상,SBS,14,250,
8,8주차(2020/02/17~2020/02/23),시골경찰4 ＜정선편＞,MBC PLUS,40,224,
8,8주차(2020/02/17~2020/02/23),신화방송,JTBC,41,223,
8,8주차(2020/02/17~2020/02/23),대송소년지,중화TV,,263,
8,8주차(2020/02/17~2020/02/23),닥치고 꽃미남 밴드,tvN,9,253,
8,8주차(2020/02/17~2020/02/23),명견만리 시즌2,KBS 1,19,243,
8,8주차(2020/02/17~2020/02/23),욱씨남정기,JTBC,32,230,
8,8주차(2020/02/17~2020/02/23),알 수도 있는 사람,JTBC,1,260,
8,8주차(2020/02/17~2020/02/23),위장자 : 감춰진 신분,중화TV,3,258,
8,8주차(2020/02/17~2020/02/23),이사야사,TV CHOSUN,37,224,
8,8주차(2020/02/17~2020/02/23),짱티비씨,JTBC,8,253,
8,8주차(2020/02/17~2020/02/23),그랜드 부다개스트,JTBC2,12,245,
8,8주차(2020/02/17~2020/02/23),스포츠 읽어주는 여자,OBS,6,251,
8,8주차(2020/02/17~2020/02/23),오지의 마법사,MBC,28,229,
8,8주차(2020/02/17~2020/02/23),원나잇 푸드트립:언리미티드,O’live,31,226,
8,8주차(2020/02/17~2020/02/23),인물포커스,KNN2,48,209,
8,8주차(2020/02/17~2020/02/23),장영실,KBS 1,21,236,
8,8주차(2020/02/17~2020/02/23),복면검사,KBS 2,10,245,
8,8주차(2020/02/17~2020/02/23),어느 별에서 왔니?,MBN,22,233,
8,8주차(2020/02/17~2020/02/23),KLPGA 특집 스윙걸스 트립,SBS Golf,142,112,
8,8주차(2020/02/17~2020/02/23),집밥의 여왕,JTBC,22,230,
8,8주차(2020/02/17~2020/02/23),한식대첩3,O’live,8,243,
8,8주차(2020/02/17~2020/02/23),톡톡뉴스,OBS,3,247,
8,8주차(2020/02/17~2020/02/23),툴롱토너먼트 2018,TV CHOSUN,235,14,
8,8주차(2020/02/17~2020/02/23),천상의 컬렉션,KBS 1,76,172,
8,8주차(2020/02/17~2020/02/23),1%의 우정,KBS 2,44,203,
8,8주차(2020/02/17~2020/02/23),삼.건.피,TV CHOSUN,43,204,
8,8주차(2020/02/17~2020/02/23),천년째 연애중,OnStyle,17,230,
8,8주차(2020/02/17~2020/02/23),코리아 갓 탤런트,tvN,13,234,
8,8주차(2020/02/17~2020/02/23),배드파파,MBC,15,231,
8,8주차(2020/02/17~2020/02/23),KCON New York,KCON.TV,236,9,
8,8주차(2020/02/17~2020/02/23),KBS Sports,KBS 스포츠,81,163,
8,8주차(2020/02/17~2020/02/23),10살차이,tvN,13,230,
8,8주차(2020/02/17~2020/02/23),사서고생 시즌2 : 팔아다이스,JTBC2,8,235,
8,8주차(2020/02/17~2020/02/23),엘르,매거진,205,38,
8,8주차(2020/02/17~2020/02/23),스타리그 리마스터,OGN,57,184,
8,8주차(2020/02/17~2020/02/23),외과풍운,중화TV,,241,
8,8주차(2020/02/17~2020/02/23),힙합왕-나스나길,SBS,4,237,
8,8주차(2020/02/17~2020/02/23),나를 돌아봐,KBS 2,21,218,
8,8주차(2020/02/17~2020/02/23),제55회 대종상 영화제,TV CHOSUN,8,230,
8,8주차(2020/02/17~2020/02/23),막이래쇼 : 무작정크리에이터,투니버스,57,180,
8,8주차(2020/02/17~2020/02/23),혼라이프 만족 프로젝트 - 혼족어플,JTBC,13,224,
8,8주차(2020/02/17~2020/02/23),슈퍼모델 2018 서바이벌,SBS Plus,17,219,
8,8주차(2020/02/17~2020/02/23),신분을 숨겨라,tvN,,235,
8,8주차(2020/02/17~2020/02/23),여자Plus2,SBS Plus,16,219,
8,8주차(2020/02/17~2020/02/23),옆집의 CEO들,MBC,7,227,
8,8주차(2020/02/17~2020/02/23),로맨스가 필요해 2012,tvN,20,211,
8,8주차(2020/02/17~2020/02/23),전설의 볼링,TV CHOSUN,124,107,
8,8주차(2020/02/17~2020/02/23),제54회 백상예술대상 시상식,JTBC Plus,9,222,
8,8주차(2020/02/17~2020/02/23),쇼핑왕,TV CHOSUN,9,221,
8,8주차(2020/02/17~2020/02/23),십대가수,MNET,12,218,
8,8주차(2020/02/17~2020/02/23),2015 MAMA,MNET,29,200,
8,8주차(2020/02/17~2020/02/23),로맨스의 일주일 시즌3,MBC PLUS,32,197,
8,8주차(2020/02/17~2020/02/23),페이지터너,KBS 2,18,211,
8,8주차(2020/02/17~2020/02/23),2016 코카콜라 제로 롤챔스 서머,OGN,15,213,
8,8주차(2020/02/17~2020/02/23),해볼라고,JTBC,5,223,
8,8주차(2020/02/17~2020/02/23),김국진의 현장박치기,JTBC,72,154,
8,8주차(2020/02/17~2020/02/23),꽃보다 할배,tvN,10,216,
8,8주차(2020/02/17~2020/02/23),아내가 뿔났다,채널A,34,192,
8,8주차(2020/02/17~2020/02/23),김현정의 쎈터:뷰,tvN,17,144,63
8,8주차(2020/02/17~2020/02/23),인형뽑기의 신,DIA TV,216,8,
8,8주차(2020/02/17~2020/02/23),최화정의 파워타임,SBS 파워FM,21,203,
8,8주차(2020/02/17~2020/02/23),날보러와요 - 사심방송제작기,JTBC,13,210,
8,8주차(2020/02/17~2020/02/23),동네앨범,TV CHOSUN,11,212,
8,8주차(2020/02/17~2020/02/23),손맛토크쇼 베테랑,SBS Plus,15,208,
8,8주차(2020/02/17~2020/02/23),스브스뉴스,SBS,36,187,
8,8주차(2020/02/17~2020/02/23),신서유기 외전: 삼시세끼-아이슬란드 간 세끼,tvN,36,187,
8,8주차(2020/02/17~2020/02/23),요괴워치4,투니버스,104,119,
8,8주차(2020/02/17~2020/02/23),프로미스의 방,MNET,27,196,
8,8주차(2020/02/17~2020/02/23),Angels Fighting,KBS 스포츠,54,168,
8,8주차(2020/02/17~2020/02/23),더보이즈(THE BOYZ)의 꽃미남 분식집,MBC PLUS,3,219,
8,8주차(2020/02/17~2020/02/23),TV 속 여행정보 J드라이브,JTBC,22,199,
8,8주차(2020/02/17~2020/02/23),속보이는TV 인사이드,KBS 2,54,167,
8,8주차(2020/02/17~2020/02/23),2016 MAMA,MNET,9,211,
8,8주차(2020/02/17~2020/02/23),나홀로 연애중,JTBC,10,208,
8,8주차(2020/02/17~2020/02/23),내 방의 품격,tvN,20,198,
8,8주차(2020/02/17~2020/02/23),부산 원아시아 페스티벌(BOF),SBS Plus,3,215,
8,8주차(2020/02/17~2020/02/23),2019 AFC 아시안컵,JTBC,124,93,
8,8주차(2020/02/17~2020/02/23),2019드림콘서트,SBS MTV,4,213,
8,8주차(2020/02/17~2020/02/23),별이 빛나는 밤에,MBC,6,211,
8,8주차(2020/02/17~2020/02/23),아이앰 고추장,tvN,31,73,112
8,8주차(2020/02/17~2020/02/23),내 인생의 노래 SONG ONE,MBC,64,151,
8,8주차(2020/02/17~2020/02/23),닥터하우스,KBS joy,6,209,
8,8주차(2020/02/17~2020/02/23),코미디 청백전 사이다,MBN,30,185,
8,8주차(2020/02/17~2020/02/23),힐링의 품격,JTBC,82,132,
8,8주차(2020/02/17~2020/02/23),구내식당 ~남의 회사 유랑기~,MBC,24,189,
8,8주차(2020/02/17~2020/02/23),바쿠간 배틀플래닛,투니버스,51,162,
8,8주차(2020/02/17~2020/02/23),제주도 살아보기,TV CHOSUN,19,194,
8,8주차(2020/02/17~2020/02/23),2015 스베누 롤챔스 SUMMER,OGN,,212,
8,8주차(2020/02/17~2020/02/23),OBS 전격 인터뷰,OBS,13,199,
8,8주차(2020/02/17~2020/02/23),한 지붕 네 가족,MBN,15,197,
8,8주차(2020/02/17~2020/02/23),로망다큐 가족+,OBS,83,128,
8,8주차(2020/02/17~2020/02/23),써클 : 이어진 두 세계,tvN,6,205,
8,8주차(2020/02/17~2020/02/23),devil′s RUNWAY,OnStyle,28,182,
8,8주차(2020/02/17~2020/02/23),플랜100세,SBS CNBC,18,192,
8,8주차(2020/02/17~2020/02/23),휴먼다큐 사랑 2018,MBC,11,198,
8,8주차(2020/02/17~2020/02/23),2019 평화음악회 꿈을 꾸다,KBS 1,22,186,
8,8주차(2020/02/17~2020/02/23),거인의 어깨,채널A,18,188,
8,8주차(2020/02/17~2020/02/23),비밀낭독회 - 밝히는 작자들,MBC,12,33,161
8,8주차(2020/02/17~2020/02/23),윤PD의 The 人터뷰,OBS,12,194,
8,8주차(2020/02/17~2020/02/23),우리 헤어졌어요,CJ E&M 웹드라마,14,191,
8,8주차(2020/02/17~2020/02/23),코인 법률방,KBS joy,24,181,
8,8주차(2020/02/17~2020/02/23),썸데이,OCN,19,185,
8,8주차(2020/02/17~2020/02/23),빅픽처패밀리,SBS,21,182,
8,8주차(2020/02/17~2020/02/23),왔어 왔어 제대로 왔어,MBN,,203,
8,8주차(2020/02/17~2020/02/23),위대한 운동장 - SKY 머슬,JTBC,19,184,
8,8주차(2020/02/17~2020/02/23),위클리 LCK,OGN,23,180,
8,8주차(2020/02/17~2020/02/23),이혼변호사는 연애중,SBS,32,171,
8,8주차(2020/02/17~2020/02/23),최신유행 프로그램,XtvN,27,176,
8,8주차(2020/02/17~2020/02/23),스트레스 제로구역 날려버려,투니버스,26,176,
8,8주차(2020/02/17~2020/02/23),에이스 프로젝트[A.C.E PROJECT] : A.C.E와 함께 추자,MBC PLUS,3,199,
8,8주차(2020/02/17~2020/02/23),로맨스가 필요해,tvN,8,193,
8,8주차(2020/02/17~2020/02/23),스타특강쇼,tvN,72,129,
8,8주차(2020/02/17~2020/02/23),신인류 식품관,JTBC,11,190,
8,8주차(2020/02/17~2020/02/23),닌자고 불의 닌자 대 얼음의 황제,투니버스,90,110,
8,8주차(2020/02/17~2020/02/23),뭅뭅 - 영화를 더 재밌게,chCGV,18,182,
8,8주차(2020/02/17~2020/02/23),지금부터 베리베리 해,MNET,19,181,
8,8주차(2020/02/17~2020/02/23),처용 2,OCN,22,178,
8,8주차(2020/02/17~2020/02/23),푸른거탑 제로,tvN,79,121,
8,8주차(2020/02/17~2020/02/23),차이나는 도올,JTBC,69,129,
8,8주차(2020/02/17~2020/02/23),픽 뉴스,MBN,34,164,
8,8주차(2020/02/17~2020/02/23),신의 퀴즈,OCN,4,193,
8,8주차(2020/02/17~2020/02/23),심폐소생송,SBS,13,184,
8,8주차(2020/02/17~2020/02/23),유아더월드,MBC,7,137,53
8,8주차(2020/02/17~2020/02/23),2015 KBS 가요대축제,KBS 2,,196,
8,8주차(2020/02/17~2020/02/23),레벨업 프로젝트 시즌2,XtvN,30,166,
8,8주차(2020/02/17~2020/02/23),위대한 수제자,채널A,22,174,
8,8주차(2020/02/17~2020/02/23),다 해먹는 요리학교:오늘뭐먹지,O’live,42,153,
8,8주차(2020/02/17~2020/02/23),막 나가는 뉴스쇼,JTBC,64,131,
8,8주차(2020/02/17~2020/02/23),막돼먹은 영애씨 시즌1,tvN,5,190,
8,8주차(2020/02/17~2020/02/23),창작의 신 : 국민 작곡가의 탄생,MBC PLUS,32,162,
8,8주차(2020/02/17~2020/02/23),빨간의자,tvN,53,140,
8,8주차(2020/02/17~2020/02/23),카톡쇼4,채널A,29,164,
8,8주차(2020/02/17~2020/02/23),풀 뜯어먹는 소리,tvN,7,186,
8,8주차(2020/02/17~2020/02/23),하나의 목소리 전쟁: 300,tvN,22,171,
8,8주차(2020/02/17~2020/02/23),겟잇뷰티 2016,OnStyle,19,173,
8,8주차(2020/02/17~2020/02/23),예능인력소,tvN,106,86,
8,8주차(2020/02/17~2020/02/23),두개의 하루날짜변경선_제작지원(KCA),UXN,190,1,
8,8주차(2020/02/17~2020/02/23),뜨거운 사이다,OnStyle,126,65,
8,8주차(2020/02/17~2020/02/23),삼총사(The Musketeers) 시즌1~2,BBC,161,30,
8,8주차(2020/02/17~2020/02/23),갑자기 히어로즈,JTBC,57,132,
8,8주차(2020/02/17~2020/02/23),다짜고짜,VOSS,4,185,
8,8주차(2020/02/17~2020/02/23),연애DNA 연구소 X,MBN,31,158,
8,8주차(2020/02/17~2020/02/23),한여름의 추억,JTBC,11,178,
8,8주차(2020/02/17~2020/02/23),그랑블루,SBS,108,80,
8,8주차(2020/02/17~2020/02/23),바다가 들린다,MBN,40,148,
8,8주차(2020/02/17~2020/02/23),불굴의 차여사,MBC,,188,
8,8주차(2020/02/17~2020/02/23),상애천사천년,중화TV,38,150,
8,8주차(2020/02/17~2020/02/23),한끼의 품격,KBS joy,27,161,
8,8주차(2020/02/17~2020/02/23),헌집줄게 새집다오2,JTBC,16,172,
8,8주차(2020/02/17~2020/02/23),OCN,OCN,,,187
8,8주차(2020/02/17~2020/02/23),＊_tvN_드라마,tvN,,186,
8,8주차(2020/02/17~2020/02/23),켠김에 왕까지 2017,OGN,33,153,
8,8주차(2020/02/17~2020/02/23),마스터셰프 코리아 2,O’live,39,146,
8,8주차(2020/02/17~2020/02/23),3.1운동 100주년 국민대축제 100년의 봄,KBS 2,10,174,
8,8주차(2020/02/17~2020/02/23),마스터셰프 코리아 4,O’live,84,99,
8,8주차(2020/02/17~2020/02/23),소유X하니의 뷰티뷰,JTBC Plus,149,34,
8,8주차(2020/02/17~2020/02/23),야천자,중화TV,4,179,
8,8주차(2020/02/17~2020/02/23),#좋맛탱,tvN,39,143,
8,8주차(2020/02/17~2020/02/23),2019 AFC 챔피언스리그,JTBC,182,,
8,8주차(2020/02/17~2020/02/23),Happy Challenge ‘해피챌린지’,SBS Golf,19,163,
8,8주차(2020/02/17~2020/02/23),박정아의 달빛낙원 [종영],MBC,7,175,
8,8주차(2020/02/17~2020/02/23),우리는 형제입니다,KBS 2,20,162,
8,8주차(2020/02/17~2020/02/23),2018 러시아 월드컵 최종예선,JTBC,,181,
8,8주차(2020/02/17~2020/02/23),더 바디쇼 1,OnStyle,,181,
8,8주차(2020/02/17~2020/02/23),프로젝트 S : 악마의 재능기부,MNET,4,177,
8,8주차(2020/02/17~2020/02/23),골목대장,tvN,8,172,
8,8주차(2020/02/17~2020/02/23),인생을 즐겨라 비밥바룰라,MBN,7,173,
8,8주차(2020/02/17~2020/02/23),요상한 식당,O’live,13,166,
8,8주차(2020/02/17~2020/02/23),더러버,MNET,9,169,
8,8주차(2020/02/17~2020/02/23),엄마가 뭐길래 비하인드스토리,TV CHOSUN,14,164,
8,8주차(2020/02/17~2020/02/23),영농한 농담,TV CHOSUN,3,175,
8,8주차(2020/02/17~2020/02/23),동네스타 전국방송 내보내기,KBS 2,14,163,
8,8주차(2020/02/17~2020/02/23),2017 KBS 설 특집 예능,KBS 2,16,160,
8,8주차(2020/02/17~2020/02/23),글로벌 남편백서 내편 남편,KBS 2,29,147,
8,8주차(2020/02/17~2020/02/23),뉴스룸 팩트체크,JTBC,29,147,
8,8주차(2020/02/17~2020/02/23),2018 러시아 월드컵 아시아 최종예선,JTBC,175,,
8,8주차(2020/02/17~2020/02/23),스위치,SBS,7,168,
8,8주차(2020/02/17~2020/02/23),아이돌 톡 TV M.S.G,MBC PLUS,6,169,
8,8주차(2020/02/17~2020/02/23),이웃집 꽃미남,tvN,19,156,
8,8주차(2020/02/17~2020/02/23),KBS 드라마스페셜 2015,KBS 2,,174,
8,8주차(2020/02/17~2020/02/23),엄마 아빠는 외계인,KBS 2,12,162,
8,8주차(2020/02/17~2020/02/23),갈릴레오 : 깨어난 우주,tvN,22,151,
8,8주차(2020/02/17~2020/02/23),그녀의 신화,JTBC,40,133,
8,8주차(2020/02/17~2020/02/23),막돼먹은 영애씨 시즌9,tvN,1,172,
8,8주차(2020/02/17~2020/02/23),분데스리가,JTBC,173,,
8,8주차(2020/02/17~2020/02/23),주유천하 2,중화TV,6,167,
8,8주차(2020/02/17~2020/02/23),서핑하우스,JTBC,24,148,
8,8주차(2020/02/17~2020/02/23),즐거운 감량생활,JTBC,8,164,
8,8주차(2020/02/17~2020/02/23),K팝스타4 (KPOP STAR 4),SBS,8,163,
8,8주차(2020/02/17~2020/02/23),김현수 (필라델피아 필리스),MBC PLUS,7,164,
8,8주차(2020/02/17~2020/02/23),맛있는 토요일 밥 한번 먹자,채널A,73,98,
8,8주차(2020/02/17~2020/02/23),송지효의 뷰티풀 라이프,OnStyle,34,137,
8,8주차(2020/02/17~2020/02/23),요리인류,KBS 2,4,167,
8,8주차(2020/02/17~2020/02/23),넥스트 뷰티 크리에이터스,OnStyle,13,157,
8,8주차(2020/02/17~2020/02/23),메이저리그 오늘은 이런일이,MBC PLUS,33,137,
8,8주차(2020/02/17~2020/02/23),썸남썸녀,SBS,6,164,
8,8주차(2020/02/17~2020/02/23),오! 이맛이야,OBS,6,164,
8,8주차(2020/02/17~2020/02/23),2015 DMC 페스티벌,MBC,,169,
8,8주차(2020/02/17~2020/02/23),씬의 퀴즈,XtvN,13,156,
8,8주차(2020/02/17~2020/02/23),작전명 에이티즈,MNET,23,146,
8,8주차(2020/02/17~2020/02/23),15-16 프리미어리그,SBS,168,,
8,8주차(2020/02/17~2020/02/23),덕화 다방,KBS 2,21,147,
8,8주차(2020/02/17~2020/02/23),요즘 가족: 조카면 족하다?,SBS,10,158,
8,8주차(2020/02/17~2020/02/23),5일간의 썸머,JTBC,14,153,
8,8주차(2020/02/17~2020/02/23),KNN 맛집,KNN2,26,141,
8,8주차(2020/02/17~2020/02/23),뉴스룸 앵커브리핑,JTBC,43,124,
8,8주차(2020/02/17~2020/02/23),뱀파이어 검사,OCN,2,165,
8,8주차(2020/02/17~2020/02/23),스타그램 시즌2,SBS Plus,33,134,
8,8주차(2020/02/17~2020/02/23),막돼먹은 영애씨 시즌5,tvN,5,161,
8,8주차(2020/02/17~2020/02/23),로맨스의 일주일 시즌4,MBC PLUS,13,152,
8,8주차(2020/02/17~2020/02/23),KNN 메디컬24시 닥터스,KNN1,34,130,
8,8주차(2020/02/17~2020/02/23),쇼프리티,채널A,9,154,
